"subject" "activity" "variable" "mean"
14 "walkingdownstairs" "tbodygyrojerkmeany" -0.0740589810844444
14 "walkingdownstairs" "tbodygyrojerkmeanz" -0.0615978795422222
14 "walkingdownstairs" "tbodygyrojerkstdx" -0.537002097555556
14 "walkingdownstairs" "tbodygyrojerkstdy" -0.284318020488889
14 "walkingdownstairs" "tbodygyrojerkstdz" 0.0913857550044444
14 "walkingdownstairs" "tbodyaccmagmean" 0.185537706866667
14 "walkingdownstairs" "tbodyaccmagstd" 0.428405922622222
14 "walkingdownstairs" "tgravityaccmagmean" 0.185537706866667
14 "walkingdownstairs" "tgravityaccmagstd" 0.428405922622222
14 "walkingdownstairs" "tbodyaccjerkmagmean" 0.0353601375466667
14 "walkingdownstairs" "tbodyaccjerkmagstd" 0.194708838913556
14 "walkingdownstairs" "tbodygyromagmean" 0.166340011842444
14 "walkingdownstairs" "tbodygyromagstd" -0.0665144570666667
14 "walkingdownstairs" "tbodygyrojerkmagmean" -0.275120883488889
14 "walkingdownstairs" "tbodygyrojerkmagstd" -0.274744003577778
14 "walkingdownstairs" "fbodyaccmeanx" 0.0212541553977778
14 "walkingdownstairs" "fbodyaccmeany" 0.3714824704
14 "walkingdownstairs" "fbodyaccmeanz" 0.280735952206667
14 "walkingdownstairs" "fbodyaccstdx" 0.0140826092322222
14 "walkingdownstairs" "fbodyaccstdy" 0.29363389996
14 "walkingdownstairs" "fbodyaccstdz" 0.427563832371111
14 "walkingdownstairs" "fbodyaccjerkmeanx" -0.0337820458644444
14 "walkingdownstairs" "fbodyaccjerkmeany" 0.164775056133333
14 "walkingdownstairs" "fbodyaccjerkmeanz" -0.0248789805888889
14 "walkingdownstairs" "fbodyaccjerkstdx" -0.0302396365755556
14 "walkingdownstairs" "fbodyaccjerkstdy" 0.138737970022222
14 "walkingdownstairs" "fbodyaccjerkstdz" -0.244857128202222
14 "walkingdownstairs" "fbodygyromeanx" -0.295315541666667
14 "walkingdownstairs" "fbodygyromeany" 0.0132082347333333
14 "walkingdownstairs" "fbodygyromeanz" 0.492414379822222
14 "walkingdownstairs" "fbodygyrostdx" -0.378882872733333
14 "walkingdownstairs" "fbodygyrostdy" 0.0741391154937778
14 "walkingdownstairs" "fbodygyrostdz" 0.182794696328889
14 "walkingdownstairs" "fbodyaccmagmean" 0.471905155133333
14 "walkingdownstairs" "fbodyaccmagstd" 0.178684580868889
14 "walkingdownstairs" "fbodybodyaccjerkmagmean" 0.186223478065556
14 "walkingdownstairs" "fbodybodyaccjerkmagstd" 0.194263424111111
14 "walkingdownstairs" "fbodybodygyromagmean" -0.0787568406777778
14 "walkingdownstairs" "fbodybodygyromagstd" -0.223927430580444
14 "walkingdownstairs" "fbodybodygyrojerkmagmean" -0.254747132274667
14 "walkingdownstairs" "fbodybodygyrojerkmagstd" -0.356849425488889
14 "walkingupstairs" "tbodyaccmeanx" 0.26242106612963
14 "walkingupstairs" "tbodyaccmeany" -0.0204388180024074
14 "walkingupstairs" "tbodyaccmeanz" -0.112279688983333
14 "walkingupstairs" "tbodyaccstdx" -0.309396717592593
14 "walkingupstairs" "tbodyaccstdy" 0.307195533
14 "walkingupstairs" "tbodyaccstdz" 0.609017879074074
14 "walkingupstairs" "tgravityaccmeanx" 0.688256122222222
14 "walkingupstairs" "tgravityaccmeany" -0.322680364814815
14 "walkingupstairs" "tgravityaccmeanz" -0.49508872037037
14 "walkingupstairs" "tgravityaccstdx" -0.928523640925926
14 "walkingupstairs" "tgravityaccstdy" -0.907231431296296
14 "walkingupstairs" "tgravityaccstdz" -0.875450819074074
14 "walkingupstairs" "tbodyaccjerkmeanx" 0.0803303022222222
14 "walkingupstairs" "tbodyaccjerkmeany" -0.0183131159944444
14 "walkingupstairs" "tbodyaccjerkmeanz" 0.00344199486481481
14 "walkingupstairs" "tbodyaccjerkstdx" -0.368780418888889
14 "walkingupstairs" "tbodyaccjerkstdy" -0.336427181240741
14 "walkingupstairs" "tbodyaccjerkstdz" -0.327868814314815
14 "walkingupstairs" "tbodygyromeanx" 0.0813841685037037
14 "walkingupstairs" "tbodygyromeany" -0.123499570044444
14 "walkingupstairs" "tbodygyromeanz" -0.0441381886666667
14 "walkingupstairs" "tbodygyrostdx" -0.454283337592593
14 "walkingupstairs" "tbodygyrostdy" 0.476518714444444
14 "walkingupstairs" "tbodygyrostdz" 0.564875818162963
14 "walkingupstairs" "tbodygyrojerkmeanx" -0.128266667862963
14 "walkingupstairs" "tbodygyrojerkmeany" -0.0207749732407407
14 "walkingupstairs" "tbodygyrojerkmeanz" -0.0137237620296296
14 "walkingupstairs" "tbodygyrojerkstdx" -0.646611034444444
14 "walkingupstairs" "tbodygyrojerkstdy" -0.371479721296296
14 "walkingupstairs" "tbodygyrojerkstdz" -0.359816626703704
14 "walkingupstairs" "tbodyaccmagmean" 0.140108204051852
14 "walkingupstairs" "tbodyaccmagstd" -0.0197686685018519
14 "walkingupstairs" "tgravityaccmagmean" 0.140108204051852
14 "walkingupstairs" "tgravityaccmagstd" -0.0197686685018519
14 "walkingupstairs" "tbodyaccjerkmagmean" -0.28366383592037
14 "walkingupstairs" "tbodyaccjerkmagstd" -0.337086266574074
14 "walkingupstairs" "tbodygyromagmean" 0.365779419444444
14 "walkingupstairs" "tbodygyromagstd" 0.299975979851852
14 "walkingupstairs" "tbodygyrojerkmagmean" -0.399921949557407
14 "walkingupstairs" "tbodygyrojerkmagstd" -0.485819293703704
14 "walkingupstairs" "fbodyaccmeanx" -0.323508442240741
14 "walkingupstairs" "fbodyaccmeany" 0.0163939234574074
14 "walkingupstairs" "fbodyaccmeanz" 0.191693742633333
14 "walkingupstairs" "fbodyaccstdx" -0.304980247962963
14 "walkingupstairs" "fbodyaccstdy" 0.356072772037037
14 "walkingupstairs" "fbodyaccstdz" 0.687124163703704
14 "walkingupstairs" "fbodyaccjerkmeanx" -0.383497147037037
14 "walkingupstairs" "fbodyaccjerkmeany" -0.347606639592593
14 "walkingupstairs" "fbodyaccjerkmeanz" -0.264008468333333
14 "walkingupstairs" "fbodyaccjerkstdx" -0.41096787037037
14 "walkingupstairs" "fbodyaccjerkstdy" -0.371572473072222
14 "walkingupstairs" "fbodyaccjerkstdz" -0.391077873148148
14 "walkingupstairs" "fbodygyromeanx" -0.441048358648148
14 "walkingupstairs" "fbodygyromeany" 0.118687692187963
14 "walkingupstairs" "fbodygyromeanz" 0.196703218737037
14 "walkingupstairs" "fbodygyrostdx" -0.464742933888889
14 "walkingupstairs" "fbodygyrostdy" 0.646233637037037
14 "walkingupstairs" "fbodygyrostdz" 0.522454216314815
14 "walkingupstairs" "fbodyaccmagmean" -0.0759851813333333
14 "walkingupstairs" "fbodyaccmagstd" -0.143253889222222
14 "walkingupstairs" "fbodybodyaccjerkmagmean" -0.288744334092593
14 "walkingupstairs" "fbodybodyaccjerkmagstd" -0.409847649281481
14 "walkingupstairs" "fbodybodygyromagmean" 0.0488588668185185
14 "walkingupstairs" "fbodybodygyromagstd" 0.236659662496296
14 "walkingupstairs" "fbodybodygyrojerkmagmean" -0.457250612407407
14 "walkingupstairs" "fbodybodygyrojerkmagstd" -0.564964076388889
15 "laying" "tbodyaccmeanx" 0.2894756525
15 "laying" "tbodyaccmeany" -0.0166296542054167
15 "laying" "tbodyaccmeanz" -0.118530240291667
15 "laying" "tbodyaccstdx" -0.972255551527778
15 "laying" "tbodyaccstdy" -0.962759422361111
15 "laying" "tbodyaccstdz" -0.929586835277778
15 "laying" "tgravityaccmeanx" -0.1719930545
15 "laying" "tgravityaccmeany" 0.899242553055556
15 "laying" "tgravityaccmeanz" -0.0369192905555556
15 "laying" "tgravityaccstdx" -0.961509742916667
15 "laying" "tgravityaccstdy" -0.986036192361111
15 "laying" "tgravityaccstdz" -0.950710357083333
15 "laying" "tbodyaccjerkmeanx" 0.0767515438611111
15 "laying" "tbodyaccjerkmeany" 0.0123984271386111
15 "laying" "tbodyaccjerkmeanz" -0.00443927981861111
15 "laying" "tbodyaccjerkstdx" -0.981739386805556
15 "laying" "tbodyaccjerkstdy" -0.970921587777778
15 "laying" "tbodyaccjerkstdz" -0.978402956527778
15 "laying" "tbodygyromeanx" -0.0168300887791667
15 "laying" "tbodygyromeany" -0.0619700871944444
15 "laying" "tbodygyromeanz" 0.113451899791667
15 "laying" "tbodygyrostdx" -0.957167680694444
15 "laying" "tbodygyrostdy" -0.961142911805556
15 "laying" "tbodygyrostdz" -0.956537051666667
15 "laying" "tbodygyrojerkmeanx" -0.102266714236111
15 "laying" "tbodygyrojerkmeany" -0.0415878968152778
15 "laying" "tbodygyrojerkmeanz" -0.0624334556236111
15 "laying" "tbodygyrojerkstdx" -0.97392395125
15 "laying" "tbodygyrojerkstdy" -0.980482834444444
15 "laying" "tbodygyrojerkstdz" -0.980112732777778
15 "laying" "tbodyaccmagmean" -0.955340661527778
15 "laying" "tbodyaccmagstd" -0.943314107916667
15 "laying" "tgravityaccmagmean" -0.955340661527778
15 "laying" "tgravityaccmagstd" -0.943314107916667
15 "laying" "tbodyaccjerkmagmean" -0.979890228194444
15 "laying" "tbodyaccjerkmagstd" -0.973644462777778
15 "laying" "tbodygyromagmean" -0.944605127222222
15 "laying" "tbodygyromagstd" -0.924043007638889
15 "laying" "tbodygyrojerkmagmean" -0.983235025416667
15 "laying" "tbodygyrojerkmagstd" -0.973650041666667
15 "laying" "fbodyaccmeanx" -0.974016176527778
15 "laying" "fbodyaccmeany" -0.962461124305556
15 "laying" "fbodyaccmeanz" -0.95156594625
15 "laying" "fbodyaccstdx" -0.971718824583333
15 "laying" "fbodyaccstdy" -0.964590430138889
15 "laying" "fbodyaccstdz" -0.923923991944444
15 "laying" "fbodyaccjerkmeanx" -0.981329999027778
15 "laying" "fbodyaccjerkmeany" -0.970833221666667
15 "laying" "fbodyaccjerkmeanz" -0.97477568375
15 "laying" "fbodyaccjerkstdx" -0.983949290694444
15 "laying" "fbodyaccjerkstdy" -0.973215319722222
15 "laying" "fbodyaccjerkstdz" -0.980745097361111
15 "laying" "fbodygyromeanx" -0.955413596111111
15 "laying" "fbodygyromeany" -0.964310893611111
15 "laying" "fbodygyromeanz" -0.958190099861111
15 "laying" "fbodygyrostdx" -0.958224495416667
15 "laying" "fbodygyrostdy" -0.959991907083333
15 "laying" "fbodygyrostdz" -0.960015831111111
15 "laying" "fbodyaccmagmean" -0.956001034027778
15 "laying" "fbodyaccmagstd" -0.94550856
15 "laying" "fbodybodyaccjerkmagmean" -0.973681222777778
15 "laying" "fbodybodyaccjerkmagstd" -0.972530077916667
15 "laying" "fbodybodygyromagmean" -0.946812642361111
15 "laying" "fbodybodygyromagstd" -0.923682244861111
15 "laying" "fbodybodygyrojerkmagmean" -0.975727853888889
15 "laying" "fbodybodygyrojerkmagstd" -0.972645710694444
15 "sitting" "tbodyaccmeanx" 0.27290337979661
15 "sitting" "tbodyaccmeany" -0.0117188472271186
15 "sitting" "tbodyaccmeanz" -0.11366125320339
15 "sitting" "tbodyaccstdx" -0.987084356101695
15 "sitting" "tbodyaccstdy" -0.922407162881356
15 "sitting" "tbodyaccstdz" -0.949338025084746
15 "sitting" "tgravityaccmeanx" 0.89036426220339
15 "sitting" "tgravityaccmeany" 0.210849305016949
15 "sitting" "tgravityaccmeanz" 0.00281565980440678
15 "sitting" "tgravityaccstdx" -0.982620883728814
15 "sitting" "tgravityaccstdy" -0.943561411694915
15 "sitting" "tgravityaccstdz" -0.952973658983051
15 "sitting" "tbodyaccjerkmeanx" 0.0784792788644068
15 "sitting" "tbodyaccjerkmeany" -0.00898437589491525
15 "sitting" "tbodyaccjerkmeanz" -0.00237207545345763
15 "sitting" "tbodyaccjerkstdx" -0.988162333898305
15 "sitting" "tbodyaccjerkstdy" -0.978126998813559
15 "sitting" "tbodyaccjerkstdz" -0.987011024745763
15 "sitting" "tbodygyromeanx" -0.0377111130338983
15 "sitting" "tbodygyromeany" -0.0803428762830509
15 "sitting" "tbodygyromeanz" 0.0951978083898305
15 "sitting" "tbodygyrostdx" -0.988204115254237
15 "sitting" "tbodygyrostdy" -0.975321519491525
15 "sitting" "tbodygyrostdz" -0.963765802881356
15 "sitting" "tbodygyrojerkmeanx" -0.0953649067966102
15 "sitting" "tbodygyrojerkmeany" -0.0396068774557627
15 "sitting" "tbodygyrojerkmeanz" -0.0524148341983051
15 "sitting" "tbodygyrojerkstdx" -0.992889042711864
15 "sitting" "tbodygyrojerkstdy" -0.990313307966102
15 "sitting" "tbodygyrojerkstdz" -0.987937202542373
15 "sitting" "tbodyaccmagmean" -0.958669836271186
15 "sitting" "tbodyaccmagstd" -0.93797790559322
15 "sitting" "tgravityaccmagmean" -0.958669836271186
15 "sitting" "tgravityaccmagstd" -0.93797790559322
15 "sitting" "tbodyaccjerkmagmean" -0.986107839152542
15 "sitting" "tbodyaccjerkmagstd" -0.984639018474576
15 "sitting" "tbodygyromagmean" -0.957331628305085
15 "sitting" "tbodygyromagstd" -0.963475074915254
15 "sitting" "tbodygyrojerkmagmean" -0.992188893898305
15 "sitting" "tbodygyrojerkmagstd" -0.989720049491525
15 "sitting" "fbodyaccmeanx" -0.986619609491525
15 "sitting" "fbodyaccmeany" -0.938926430779661
15 "sitting" "fbodyaccmeanz" -0.963227004915254
15 "sitting" "fbodyaccstdx" -0.987384778983051
15 "sitting" "fbodyaccstdy" -0.919162700338983
15 "sitting" "fbodyaccstdz" -0.945704713050847
15 "sitting" "fbodyaccjerkmeanx" -0.988106102033898
15 "sitting" "fbodyaccjerkmeany" -0.978159013220339
15 "sitting" "fbodyaccjerkmeanz" -0.984908418474576
15 "sitting" "fbodyaccjerkstdx" -0.989314359661017
15 "sitting" "fbodyaccjerkstdy" -0.979713045932203
15 "sitting" "fbodyaccjerkstdz" -0.987694113559322
15 "sitting" "fbodygyromeanx" -0.986152580338983
15 "sitting" "fbodygyromeany" -0.979201724745763
15 "sitting" "fbodygyromeanz" -0.966731518305085
15 "sitting" "fbodygyrostdx" -0.988881930508475
15 "sitting" "fbodygyrostdy" -0.973456092372881
15 "sitting" "fbodygyrostdz" -0.966228648305085
15 "sitting" "fbodyaccmagmean" -0.949752001322034
15 "sitting" "fbodyaccmagstd" -0.941195938135593
15 "sitting" "fbodybodyaccjerkmagmean" -0.984689437118644
15 "sitting" "fbodybodyaccjerkmagstd" -0.983276251694915
15 "sitting" "fbodybodygyromagmean" -0.973762179830509
15 "sitting" "fbodybodygyromagstd" -0.963378228474576
15 "sitting" "fbodybodygyrojerkmagmean" -0.990180959322034
15 "sitting" "fbodybodygyrojerkmagstd" -0.989503941694915
15 "standing" "tbodyaccmeanx" 0.278915803962264
15 "standing" "tbodyaccmeany" -0.0183516360396226
15 "standing" "tbodyaccmeanz" -0.105910832679245
15 "standing" "tbodyaccstdx" -0.988949247358491
15 "standing" "tbodyaccstdy" -0.931900148301887
15 "standing" "tbodyaccstdz" -0.951670257924528
15 "standing" "tgravityaccmeanx" 0.965528899622642
15 "standing" "tgravityaccmeany" -0.164713175490566
15 "standing" "tgravityaccmeanz" 0.0645975994528302
15 "standing" "tgravityaccstdx" -0.988432084716981
15 "standing" "tgravityaccstdy" -0.965687978301887
15 "standing" "tgravityaccstdz" -0.958810153207547
15 "standing" "tbodyaccjerkmeanx" 0.0752280703207547
15 "standing" "tbodyaccjerkmeany" 0.00617255520183019
15 "standing" "tbodyaccjerkmeanz" -0.00658737093471698
15 "standing" "tbodyaccjerkstdx" -0.985459068490566
15 "standing" "tbodyaccjerkstdy" -0.967720399622641
15 "standing" "tbodyaccjerkstdz" -0.985301940754717
15 "standing" "tbodygyromeanx" -0.0262433562254717
15 "standing" "tbodygyromeany" -0.0659637517169811
15 "standing" "tbodygyromeanz" 0.0761946738773585
15 "standing" "tbodygyrostdx" -0.947790802075472
15 "standing" "tbodygyrostdy" -0.971332584339623
15 "standing" "tbodygyrostdz" -0.968167046415094
15 "standing" "tbodygyrojerkmeanx" -0.101358786226415
15 "standing" "tbodygyrojerkmeany" -0.0438507492018868
15 "standing" "tbodygyrojerkmeanz" -0.052278397190566
15 "standing" "tbodygyrojerkstdx" -0.971514312075472
15 "standing" "tbodygyrojerkstdy" -0.988107413962264
15 "standing" "tbodygyrojerkstdz" -0.981293117924528
15 "standing" "tbodyaccmagmean" -0.961207616226415
15 "standing" "tbodyaccmagstd" -0.948600432641509
15 "standing" "tgravityaccmagmean" -0.961207616226415
15 "standing" "tgravityaccmagstd" -0.948600432641509
15 "standing" "tbodyaccjerkmagmean" -0.981495125660377
15 "standing" "tbodyaccjerkmagstd" -0.979994800566038
15 "standing" "tbodygyromagmean" -0.946961381132076
15 "standing" "tbodygyromagstd" -0.931286778679245
15 "standing" "tbodygyrojerkmagmean" -0.984407077924528
15 "standing" "tbodygyrojerkmagstd" -0.98143282754717
15 "standing" "fbodyaccmeanx" -0.986724998867925
15 "standing" "fbodyaccmeany" -0.943348788679245
15 "standing" "fbodyaccmeanz" -0.965473514528302
15 "standing" "fbodyaccstdx" -0.990060962641509
15 "standing" "fbodyaccstdy" -0.930286443396226
15 "standing" "fbodyaccstdz" -0.947905911320755
15 "standing" "fbodyaccjerkmeanx" -0.985353492641509
15 "standing" "fbodyaccjerkmeany" -0.967884709433962
15 "standing" "fbodyaccjerkmeanz" -0.982632302830189
15 "standing" "fbodyaccjerkstdx" -0.986934133584906
15 "standing" "fbodyaccjerkstdy" -0.969934103584906
15 "standing" "fbodyaccjerkstdz" -0.986654459433962
15 "standing" "fbodygyromeanx" -0.950380286226415
15 "standing" "fbodygyromeany" -0.975133868867925
15 "standing" "fbodygyromeanz" -0.96826485509434
15 "standing" "fbodygyrostdx" -0.948275234150943
15 "standing" "fbodygyrostdy" -0.969442882075472
15 "standing" "fbodygyrostdz" -0.971282183584906
15 "standing" "fbodyaccmagmean" -0.960337344339623
15 "standing" "fbodyaccmagstd" -0.950204045849057
15 "standing" "fbodybodyaccjerkmagmean" -0.979078785660377
15 "standing" "fbodybodyaccjerkmagstd" -0.980184086603774
15 "standing" "fbodybodygyromagmean" -0.956733900188679
15 "standing" "fbodybodygyromagstd" -0.928838303773585
15 "standing" "fbodybodygyrojerkmagmean" -0.983188091886792
15 "standing" "fbodybodygyrojerkmagstd" -0.980329709433962
15 "walking" "tbodyaccmeanx" 0.273899207962963
15 "walking" "tbodyaccmeany" -0.0170809740090741
15 "walking" "tbodyaccmeanz" -0.107621819518519
15 "walking" "tbodyaccstdx" -0.327961801111111
15 "walking" "tbodyaccstdy" 0.138912923691296
15 "walking" "tbodyaccstdz" -0.518932634814815
15 "walking" "tgravityaccmeanx" 0.951524391481481
15 "walking" "tgravityaccmeany" -0.233918282592593
15 "walking" "tgravityaccmeanz" 0.0757356734814815
15 "walking" "tgravityaccstdx" -0.978397287962963
15 "walking" "tgravityaccstdy" -0.971056501481481
15 "walking" "tgravityaccstdz" -0.95805876537037
15 "walking" "tbodyaccjerkmeanx" 0.0897770721666667
15 "walking" "tbodyaccjerkmeany" 0.00890588563518519
15 "walking" "tbodyaccjerkmeanz" 0.000658706162574074
15 "walking" "tbodyaccjerkstdx" -0.373217585
15 "walking" "tbodyaccjerkstdy" -0.0319265467387037
15 "walking" "tbodyaccjerkstdz" -0.686268420555556
15 "walking" "tbodygyromeanx" -0.0554883847662963
15 "walking" "tbodygyromeany" -0.06124278833
15 "walking" "tbodygyromeanz" 0.0842484921022222
15 "walking" "tbodygyrostdx" -0.329624620185185
15 "walking" "tbodygyrostdy" -0.420865007777778
15 "walking" "tbodygyrostdz" -0.48653265537037
15 "walking" "tbodygyrojerkmeanx" -0.0776692754648148
15 "walking" "tbodygyrojerkmeany" -0.0552536572125926
15 "walking" "tbodygyrojerkmeanz" -0.0510976492333333
15 "walking" "tbodygyrojerkstdx" -0.283767987222222
15 "walking" "tbodygyrojerkstdy" -0.702402935925926
15 "walking" "tbodygyrojerkstdz" -0.591668608148148
15 "walking" "tbodyaccmagmean" -0.186514650759259
15 "walking" "tbodyaccmagstd" -0.323878324074074
15 "walking" "tgravityaccmagmean" -0.186514650759259
15 "walking" "tgravityaccmagstd" -0.323878324074074
15 "walking" "tbodyaccjerkmagmean" -0.320129322962963
15 "walking" "tbodyaccjerkmagstd" -0.310071425166667
15 "walking" "tbodygyromagmean" -0.243711124444444
15 "walking" "tbodygyromagstd" -0.425798469148148
15 "walking" "tbodygyrojerkmagmean" -0.543979500555556
15 "walking" "tbodygyrojerkmagstd" -0.63778595537037
15 "walking" "fbodyaccmeanx" -0.31744092037037
15 "walking" "fbodyaccmeany" 0.111321097159074
15 "walking" "fbodyaccmeanz" -0.554942138148148
15 "walking" "fbodyaccstdx" -0.332520626851852
15 "walking" "fbodyaccstdy" 0.0805646237194445
15 "walking" "fbodyaccstdz" -0.537026414814815
15 "walking" "fbodyaccjerkmeanx" -0.39082198537037
15 "walking" "fbodyaccjerkmeany" -0.0669378062222222
15 "walking" "fbodyaccjerkmeanz" -0.648905254074074
15 "walking" "fbodyaccjerkstdx" -0.411500068148148
15 "walking" "fbodyaccjerkstdy" -0.0606839140548148
15 "walking" "fbodyaccjerkstdz" -0.723051140740741
15 "walking" "fbodygyromeanx" -0.253399360296296
15 "walking" "fbodygyromeany" -0.535422096111111
15 "walking" "fbodygyromeanz" -0.461464065555556
15 "walking" "fbodygyrostdx" -0.357633378703704
15 "walking" "fbodygyrostdy" -0.365361208555556
15 "walking" "fbodygyrostdz" -0.543997593703704
15 "walking" "fbodyaccmagmean" -0.275156242062037
15 "walking" "fbodyaccmagstd" -0.458344792407407
15 "walking" "fbodybodyaccjerkmagmean" -0.289753952407407
15 "walking" "fbodybodyaccjerkmagstd" -0.342411927851852
15 "walking" "fbodybodygyromagmean" -0.489166383703704
15 "walking" "fbodybodygyromagstd" -0.481750218518519
15 "walking" "fbodybodygyrojerkmagmean" -0.645075178148148
15 "walking" "fbodybodygyrojerkmagstd" -0.654010147222222
15 "walkingdownstairs" "tbodyaccmeanx" 0.280198851190476
15 "walkingdownstairs" "tbodyaccmeany" -0.00563047804309524
15 "walkingdownstairs" "tbodyaccmeanz" -0.110526066428571
15 "walkingdownstairs" "tbodyaccstdx" 0.406471051190476
15 "walkingdownstairs" "tbodyaccstdy" 0.186532377428571
15 "walkingdownstairs" "tbodyaccstdz" -0.281982181666667
15 "walkingdownstairs" "tgravityaccmeanx" 0.932302200476191
15 "walkingdownstairs" "tgravityaccmeany" -0.167462317142857
15 "walkingdownstairs" "tgravityaccmeanz" 0.0788822410992857
15 "walkingdownstairs" "tgravityaccstdx" -0.942806478333333
15 "walkingdownstairs" "tgravityaccstdy" -0.925685893571429
15 "walkingdownstairs" "tgravityaccstdz" -0.93400831
15 "walkingdownstairs" "tbodyaccjerkmeanx" 0.0711457160166667
15 "walkingdownstairs" "tbodyaccjerkmeany" 0.01511589985
15 "walkingdownstairs" "tbodyaccjerkmeanz" -0.0100212901547619
15 "walkingdownstairs" "tbodyaccjerkstdx" 0.134593836190476
15 "walkingdownstairs" "tbodyaccjerkstdy" 0.0158059210738095
15 "walkingdownstairs" "tbodyaccjerkstdz" -0.404005582309524
15 "walkingdownstairs" "tbodygyromeanx" -0.136618653071429
15 "walkingdownstairs" "tbodygyromeany" -0.0346755727619048
15 "walkingdownstairs" "tbodygyromeanz" 0.0711758197607143
15 "walkingdownstairs" "tbodygyrostdx" -0.318692525928571
15 "walkingdownstairs" "tbodygyrostdy" -0.37320816
15 "walkingdownstairs" "tbodygyrostdz" -0.250648085714286
15 "walkingdownstairs" "tbodygyrojerkmeanx" -0.0482532079928571
15 "walkingdownstairs" "tbodygyrojerkmeany" -0.0495415503071429
15 "walkingdownstairs" "tbodygyrojerkmeanz" -0.0339213064857143
15 "walkingdownstairs" "tbodygyrojerkstdx" -0.455980756428571
15 "walkingdownstairs" "tbodygyrojerkstdy" -0.574964116428571
15 "walkingdownstairs" "tbodygyrojerkstdz" -0.394542240714286
15 "walkingdownstairs" "tbodyaccmagmean" 0.320449387166667
15 "walkingdownstairs" "tbodyaccmagstd" 0.353204008095238
15 "walkingdownstairs" "tgravityaccmagmean" 0.320449387166667
15 "walkingdownstairs" "tgravityaccmagstd" 0.353204008095238
15 "walkingdownstairs" "tbodyaccjerkmagmean" -0.0372666071540476
15 "walkingdownstairs" "tbodyaccjerkmagstd" 0.159631710516667
15 "walkingdownstairs" "tbodygyromagmean" -0.121686320740476
15 "walkingdownstairs" "tbodygyromagstd" -0.284249712071429
15 "walkingdownstairs" "tbodygyrojerkmagmean" -0.509466648095238
15 "walkingdownstairs" "tbodygyrojerkmagstd" -0.563640131190476
15 "walkingdownstairs" "fbodyaccmeanx" 0.235309825547619
15 "walkingdownstairs" "fbodyaccmeany" 0.167518099964286
15 "walkingdownstairs" "fbodyaccmeanz" -0.259812204547619
15 "walkingdownstairs" "fbodyaccstdx" 0.466325681428571
15 "walkingdownstairs" "fbodyaccstdy" 0.1199936036
15 "walkingdownstairs" "fbodyaccstdz" -0.357407559285714
15 "walkingdownstairs" "fbodyaccjerkmeanx" 0.0619687485333333
15 "walkingdownstairs" "fbodyaccjerkmeany" -0.0269769415214286
15 "walkingdownstairs" "fbodyaccjerkmeanz" -0.345376541261905
15 "walkingdownstairs" "fbodyaccjerkstdx" 0.108062740547619
15 "walkingdownstairs" "fbodyaccjerkstdy" -0.00722860241119048
15 "walkingdownstairs" "fbodyaccjerkstdz" -0.461599141904762
15 "walkingdownstairs" "fbodygyromeanx" -0.22735956545
15 "walkingdownstairs" "fbodygyromeany" -0.402332301666667
15 "walkingdownstairs" "fbodygyromeanz" -0.18319480152381
15 "walkingdownstairs" "fbodygyrostdx" -0.351630000285714
15 "walkingdownstairs" "fbodygyrostdy" -0.360972848571429
15 "walkingdownstairs" "fbodygyrostdz" -0.3436733
15 "walkingdownstairs" "fbodyaccmagmean" 0.331150229285714
15 "walkingdownstairs" "fbodyaccmagstd" 0.153124178119048
15 "walkingdownstairs" "fbodybodyaccjerkmagmean" 0.158413334683333
15 "walkingdownstairs" "fbodybodyaccjerkmagstd" 0.1505077506
15 "walkingdownstairs" "fbodybodygyromagmean" -0.373898631190476
15 "walkingdownstairs" "fbodybodygyromagstd" -0.34938720602381
15 "walkingdownstairs" "fbodybodygyrojerkmagmean" -0.565396130714286
15 "walkingdownstairs" "fbodybodygyrojerkmagstd" -0.593472444285714
15 "walkingupstairs" "tbodyaccmeanx" 0.270187595833333
15 "walkingupstairs" "tbodyaccmeany" -0.0287523860708333
15 "walkingupstairs" "tbodyaccmeanz" -0.116952464895833
15 "walkingupstairs" "tbodyaccstdx" -0.0260971840270833
15 "walkingupstairs" "tbodyaccstdy" -0.00406536043541667
15 "walkingupstairs" "tbodyaccstdz" -0.379717488104167
15 "walkingupstairs" "tgravityaccmeanx" 0.918544812291667
15 "walkingupstairs" "tgravityaccmeany" -0.3149610125
15 "walkingupstairs" "tgravityaccmeanz" 0.0811803405
15 "walkingupstairs" "tgravityaccstdx" -0.952562395625
15 "walkingupstairs" "tgravityaccstdy" -0.927648821458333
15 "walkingupstairs" "tgravityaccstdz" -0.92161847875
15 "walkingupstairs" "tbodyaccjerkmeanx" 0.07297243298125
15 "walkingupstairs" "tbodyaccjerkmeany" -0.00417361847916667
15 "walkingupstairs" "tbodyaccjerkmeanz" -0.00525879898958333
15 "walkingupstairs" "tbodyaccjerkstdx" -0.186944664541667
15 "walkingupstairs" "tbodyaccjerkstdy" -0.311861356875
15 "walkingupstairs" "tbodyaccjerkstdz" -0.748809454166667
15 "walkingupstairs" "tbodygyromeanx" 0.0903340029875
15 "walkingupstairs" "tbodygyromeany" -0.154721289270833
15 "walkingupstairs" "tbodygyromeanz" 0.0911681484547917
15 "walkingupstairs" "tbodygyrostdx" -0.415251317916667
15 "walkingupstairs" "tbodygyrostdy" -0.3302332351
